system_number,accession_number,LocationString,Room
34725,1932.311,"Art Gallery (Kahn), Kahn, 400 SpEx",400
2935,1927.76,"Art Gallery (Kahn), Kahn, 400 SpEx",400
62674,1937.4191,"Art Gallery (Kahn), Kahn, 400 SpEx",400
324938,2023.107.21,"Art Gallery (Kahn), Kahn, 400 SpEx",400
26639,1978.1.13,"Art Gallery (Kahn), Kahn, 400 SpEx",400
31328,1991.37.13,"Art Gallery (Kahn), Kahn, 400 SpEx",400
54642,1940.79,"Art Gallery (Kahn), Kahn, 400 SpEx",400
31329,1991.37.14,"Art Gallery (Kahn), Kahn, 400 SpEx",400
55079,1981.34.3,"Art Gallery (Kahn), Kahn, 400 SpEx",400
34762,1932.331,"Art Gallery (Kahn), Kahn, 400 SpEx",400
54606,1940.7,"Art Gallery (Kahn), Kahn, 400 SpEx",400
54615,1940.72,"Art Gallery (Kahn), Kahn, 400 SpEx",400
27045,1977.24,"Art Gallery (Kahn), Kahn, 400 SpEx",400
34726,1932.312,"Art Gallery (Kahn), Kahn, 400 SpEx",400
33685,1969.103.1,"Art Gallery (Kahn), Kahn, 400 SpEx",400
34727,1932.313,"Art Gallery (Kahn), Kahn, 400 SpEx",400
32121,1992.117.8,"Art Gallery (Kahn), Kahn, 400 SpEx",400
54601,1940.69,"Art Gallery (Kahn), Kahn, 400 SpEx",400
34828,1932.338,"Art Gallery (Kahn), Kahn, 400 SpEx",400
23893,1962.45.224,"Art Gallery (Kahn), Kahn, 400 SpEx",400
37709,1928.332,"Art Gallery (Kahn), Kahn, 400 SpEx",400
27716,1979.14.20,"Art Gallery (Kahn), Kahn, 400 SpEx",400
33991,1971.81,"Art Gallery (Kahn), Kahn, 400 SpEx",400
108607,2005.101.1,"Art Gallery (Kahn), Kahn, 400 SpEx",400
79967,2001.42.1,"Art Gallery (Kahn), Kahn, 400 SpEx",400
11474,1952.25.1,"Art Gallery (Kahn), Kahn, 400 SpEx",400
26107,1982.82,"Art Gallery (Kahn), Kahn, 400 SpEx",400
61318,1937.2595,"Art Gallery (Kahn), Kahn, 400 SpEx",400
431,1887.1,"Art Gallery (Kahn), Kahn, 400 SpEx",400
142983,2009.166.1,"Art Gallery (Kahn), Kahn, 400 SpEx",400
53872,1982.4,"Art Gallery (Kahn), Kahn, 400 SpEx",400
29394,1988.42.1,"Art Gallery (Kahn), Kahn, 400 SpEx",400
30442,1992.4.13,"Art Gallery (Kahn), Kahn, 400 SpEx",400
24418,1962.45.402,"Art Gallery (Kahn), Kahn, 400 SpEx",400
33901,1966.80.4,"Art Gallery (Kahn), Kahn, 400 SpEx",400
57621,1953.101.1,"Art Gallery (Kahn), Kahn, 400 SpEx",400
24413,1962.45.399,"Art Gallery (Kahn), Kahn, 400 SpEx",400
293531,ILE2020.10.1,"Art Gallery (Kahn), Kahn, 400 SpEx",400
124233,2016.26.34a-c,"Art Gallery (Kahn), Kahn, 400 SpEx",400
124231,2016.26.14,"Art Gallery (Kahn), Kahn, 400 SpEx",400
292828,ILE2021.8.48,"Art Gallery (Kahn), Kahn, 400 SpEx",400
292829,ILE2021.8.49,"Art Gallery (Kahn), Kahn, 400 SpEx",400
292835,ILE2021.8.55,"Art Gallery (Kahn), Kahn, 400 SpEx",400
136056,2016.26.67,"Art Gallery (Kahn), Kahn, 400 SpEx",400
55529,1996.27.3,"Art Gallery (Kahn), Kahn, 400 SpEx",400
292831,ILE2021.8.51,"Art Gallery (Kahn), Kahn, 400 SpEx",400
292832,ILE2021.8.52,"Art Gallery (Kahn), Kahn, 400 SpEx",400
124232,2016.26.15,"Art Gallery (Kahn), Kahn, 400 SpEx",400
124226,2016.26.9,"Art Gallery (Kahn), Kahn, 400 SpEx",400
292833,ILE2021.8.53,"Art Gallery (Kahn), Kahn, 400 SpEx",400
292830,ILE2021.8.50,"Art Gallery (Kahn), Kahn, 400 SpEx",400
124230,2016.26.13,"Art Gallery (Kahn), Kahn, 400 SpEx",400
9787,1966.23.1,"Art Gallery (Kahn), Kahn, 400 SpEx",400
9793,1966.23.2,"Art Gallery (Kahn), Kahn, 400 SpEx",400
74335,1990.2.1a-b,"Art Gallery (Kahn), Kahn, Courtyard",Courtyard
8750,1968.31,"Art Gallery (Kahn), Kahn, Garden",Garden
84245,2006.52.68,"Art Gallery (Kahn), Kahn, Garden",Garden
110411,2006.117.1,"Art Gallery (Kahn), Kahn, Garden",Garden
15224,1975.123,"Art Gallery (Kahn), Kahn, Garden",Garden
133622,2009.60.1-.2,"Art Gallery (Kahn), Kahn, Garden",Garden
84231,2006.52.62a-c,"Art Gallery (Kahn), Kahn, Garden",Garden
325319,2024.6.1,"Art Gallery (Kahn), Kahn, Garden",Garden
174190,2012.82.1,"Art Gallery (Kahn), Kahn, McNeil Lobby",195
6746,1935.1,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
6891,1935.98,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
6890,1935.97,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
5709,1933.257,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
5715,1933.262,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
5726,1933.272,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
5736,1933.281,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
5721,1933.268,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
5707,1933.255,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
5727,1933.273,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
5730,1933.276,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
5720,1933.267,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
71341,1938.4883,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
25173,1938.5312,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
25169,1938.5311,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
25259,1938.5316,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
6833,1935.45,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
24942,1938.5301,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
34494,1932.1201a,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
34502,1932.1204.2,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
34496,1932.1201c,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
34495,1932.1201b,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
7098,1954.30.3,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
4729,1931.138,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
4535,1930.6,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
6834,1935.46,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
34192,1932.1214,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
25209,1938.5314,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
77482,1930.32,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
7096,1954.30.1,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
5742,1933.287,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
7097,1954.30.2,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
7099,1954.30.4,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
34184,1932.1207a,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
5748,1933.292,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
25314,1938.5321,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
24965,1938.5305,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
6839,1935.5,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
24989,1938.5309,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
6840,1935.51,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
4216,1930.318,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
6832,1935.44,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
4217,1930.319,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
24948,1938.5302,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
25182,1938.5313,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
34499,1932.1203,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
34498,1932.1202,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
4995,1931.416,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
4961,1931.386,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
82199,1938.5999.1147,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
5710,1933.258,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
5732,1933.278,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
5725,1933.271,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
5729,1933.275,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
5722,1933.269,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
3486,1929.353,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
3487,1929.354,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
51360,1932.1732,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
34592,1933.606,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
34591,1933.605a-b,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
3544,1929.403,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
5181,1931.586,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
6831,1935.43,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
4295,1930.392,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
4277,1930.375,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
4280,1930.378,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
2106,1913.473,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
7487,1955.6.237,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
7379,1993.46.31,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
51866,1955.6.1,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
6986,1937.18,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
51877,1955.6.6,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
51728,1955.6.5,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
8269,1955.6.347,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
51893,1955.6.24,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
10921,1955.6.16,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
52082,1955.6.17,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
52103,1955.6.27,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
52751,1953.28.35,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
52013,1955.6.21,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
74191,1955.6.28,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
52009,1955.6.20,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
52100,1955.6.26,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
7493,1955.6.238,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
51884,1955.6.15,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
51744,1955.6.13,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
52112,1955.6.34,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
52330,1955.6.49,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
7673,1955.6.271,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
52289,1955.6.55,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
7685,1955.6.273,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
36332,1935.32,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
1633,1912.936,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
52423,1953.28.14,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
52356,1955.6.67,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
52340,1955.6.56,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
52286,1955.6.52,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
92823,2003.36.1,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
52179,1955.6.65,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
52480,1955.6.78,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
52849,1955.6.121,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
4319,1930.412,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
4355,1930.445,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
52458,1955.6.64,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
4339,1930.43,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
8341,1955.6.358,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
52499,1955.6.130,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
52335,1955.6.50,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
7365,1991.65.3,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
52606,1955.6.137,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
52007,1955.6.14,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
4348,1930.439,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
52622,1955.6.152,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
4337,1930.429,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
52929,1955.6.149,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
4292,1930.389,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
52354,1955.6.66,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
34186,1932.1208,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
79006,2004.2.1,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
79007,2004.2.2,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
79008,2004.2.3,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
79009,2004.2.4,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
79010,2004.2.5,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
34493,1932.12,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
6892,1935.99a,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
52562,1955.6.182,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
53060,1955.6.205,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
52961,1964.41,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
52226,1955.6.72,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
34666,1933.68,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
5180,1931.585,"Art Gallery (OYAG), OYAG, 131 AN-Dura",131
10966,1973.88.28a,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
10727,1973.88.5,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
11076,1973.88.47,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
158386,2017.14.25,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
212116,2016.148.5,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
181841,2013.130.1.2,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
181840,2013.130.1.1,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
134488,2018.173.3,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
134171,2008.215.36,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
134164,2008.215.30,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
134162,2008.215.28,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
134169,2008.215.34,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
10970,1973.88.28b,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
64337,2002.15.4,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
134123,2008.215.58,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
134114,2008.215.49,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
134106,2018.173.2,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
60602,1986.134.10,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
134108,2017.14.5,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
10781,1973.88.13,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
57907,1989.83.2,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
57903,1989.83.1,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
214213,2018.173.11,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
10790,1973.88.14,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
8661,1958.86.3b,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
134487,2016.18.1,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
196863,2016.18.4,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
196899,2017.14.32,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
196912,2016.18.6,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
60565,1986.134.6,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
60545,1986.134.5,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
196864,2017.14.29,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
211969,2015.136.1,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
116118,ILE2008.14.4,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
8627,1958.85.1,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
219809,2019.10.1,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
211974,2016.148.1,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
181310,2015.70.19,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
196639,2017.14.35,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
181792,ILE2014.8.125,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
200007,ILE2015.19.21,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
10950,1973.88.26,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
58678,1988.91.1,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
58282,1991.45.1,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
196892,2017.14.30,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
101008,2004.85.1,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
10663,1973.88.1,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
63887,2001.82.1a-b,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
219754,2018.123.7,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
64334,2002.15.3,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
211361,2016.61.4,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
212300,2017.14.42,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
60486,1986.134.1,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
214483,2017.111.1,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
196911,2015.2.17,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
196810,2017.14.41,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
52360,1958.15.2,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
10767,1973.88.10,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
100624,1974.36.7,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
100622,1974.36.5,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
196861,2017.14.28,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
64346,2002.15.8,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
182288,2014.7.4,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
10734,1973.88.6,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
211674,2016.32.1,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
218555,2017.40.2,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
237114,2018.71.15,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
218993,2017.40.53,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
22351,1976.48.6,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
231057,2018.45.19,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
63676,2014.27.38,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
63691,2014.27.47,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
237128,2018.71.18,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
37735,1942.44,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
64347,2002.15.9,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
52391,1958.15.11,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
63906,2009.32.1,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
15088,1973.88.11a-b,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
43416,1956.27.7,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
63627,2014.27.8,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
63633,2014.27.12,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
193707,2014.57.1,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
214484,2017.111.2,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
134148,2018.12.2,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
253309,2018.72.1,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
262695,2018.73.1,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
237218,2018.71.25,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
219756,2018.123.9,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
136215,2009.69.1,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
63630,2014.27.10,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
196668,2018.173.6,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
134485,2010.228.5,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
60588,1986.134.8,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
196637,2018.12.21a-b,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
81539,2001.83.1,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
292400,2020.74.1,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
158387,2017.14.43,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
214485,2017.111.3,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
58656,1989.96.1,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
196897,2018.12.16,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
181141,2013.58.1,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
154659,2018.12.8,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
213111,2016.80.1,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
52464,1958.15.12,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
52829,1958.15.23,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
9961,1959.55.13,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
10926,1973.88.23,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
60595,1986.134.9,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
134168,2008.215.33,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
63625,2014.27.7,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
63730,2014.27.73,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
211966,2016.148.18,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
134180,2017.14.3,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
134536,2017.14.20,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
196592,2018.12.20,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
240437,2018.71.31,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
219758,2018.123.10,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
134489,2018.173.4,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
211377,2018.173.9,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
134534,2020.27.1,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
219466,2020.27.24,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
219471,2020.27.29,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
333565,2025.4.1,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
60488,1937.4589,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
181312,2015.70.21,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
218728,2017.40.19,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
218626,2019.1.57,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
218702,2018.22.4,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
214661,2018.173.14,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
214486,2017.111.4,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
52228,1958.15.9,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
10699,1973.88.4,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
52231,1958.15.10,"Art Gallery (OYAG), OYAG, 131a AN-AncAm",131a
24000,1977.83,"Art Gallery (OYAG), OYAG, 132 AN-Med",132
63768,ILE2012.1.30,"Art Gallery (OYAG), OYAG, 132 AN-Med",132
88339,2002.95.1,"Art Gallery (OYAG), OYAG, 132 AN-Med",132
64240,ILE1979.17.2,"Art Gallery (OYAG), OYAG, 132 AN-Med",132
136959,2009.77.1,"Art Gallery (OYAG), OYAG, 132 AN-Med",132
124415,2007.207.1,"Art Gallery (OYAG), OYAG, 132 AN-Med",132
3136,1928.385.2,"Art Gallery (OYAG), OYAG, 132 AN-Med",132
79336,2009.193.3,"Art Gallery (OYAG), OYAG, 132 AN-Med",132
7112,1966.59,"Art Gallery (OYAG), OYAG, 132 AN-Med",132
150381,1928.411.2a-d,"Art Gallery (OYAG), OYAG, 132 AN-Med",132
150382,1928.411.3a-d,"Art Gallery (OYAG), OYAG, 132 AN-Med",132
4274,1930.372,"Art Gallery (OYAG), OYAG, 132 AN-Med",132
145601,2010.40.1,"Art Gallery (OYAG), OYAG, 132 AN-Med",132
7368,1992.2.1,"Art Gallery (OYAG), OYAG, 132 AN-Med",132
110703,2007.84.1,"Art Gallery (OYAG), OYAG, 132 AN-Med",132
77987,2000.12.1,"Art Gallery (OYAG), OYAG, 132 AN-Med",132
63767,ILE2012.1.29,"Art Gallery (OYAG), OYAG, 132 AN-Med",132
7221,1986.1.1,"Art Gallery (OYAG), OYAG, 132 AN-Med",132
126989,2008.69.1,"Art Gallery (OYAG), OYAG, 132 AN-Med",132
6791,1935.18,"Art Gallery (OYAG), OYAG, 132 AN-Med",132
1702,1913.111,"Art Gallery (OYAG), OYAG, 132 AN-Med",132
77012,1999.59.1,"Art Gallery (OYAG), OYAG, 132 AN-Med",132
