system_number,accession_number,LocationString,Room
23985,1979.14.7,"Art Gallery (OYAG), OYAG, 240a EA-Imp2",240a
25976,1983.7.12,"Art Gallery (OYAG), OYAG, 240a EA-Imp2",240a
24298,1980.12.14,"Art Gallery (OYAG), OYAG, 240a EA-Imp2",240a
25965,1983.7.11,"Art Gallery (OYAG), OYAG, 240a EA-Imp2",240a
76857,1998.46.1,"Art Gallery (OYAG), OYAG, 240a EA-Imp2",240a
34123,1961.18.33,"Art Gallery (OYAG), OYAG, 240a EA-Imp2",240a
12507,1961.18.34,"Art Gallery (OYAG), OYAG, 240b EA-PstImp",240b
9238,1969.96.1,"Art Gallery (OYAG), OYAG, 240b EA-PstImp",240b
9244,1969.96.2,"Art Gallery (OYAG), OYAG, 240b EA-PstImp",240b
24002,1979.14.8,"Art Gallery (OYAG), OYAG, 240b EA-PstImp",240b
25543,1983.7.6,"Art Gallery (OYAG), OYAG, 240b EA-PstImp",240b
112770,2006.140.2,"Art Gallery (OYAG), OYAG, 240b EA-PstImp",240b
49195,1948.12,"Art Gallery (OYAG), OYAG, 240b EA-PstImp",240b
24286,1980.12.12,"Art Gallery (OYAG), OYAG, 240b EA-PstImp",240b
8898,1966.79.14,"Art Gallery (OYAG), OYAG, 240b EA-PstImp",240b
9448,1971.114,"Art Gallery (OYAG), OYAG, 240b EA-PstImp",240b
10083,1972.120.1,"Art Gallery (OYAG), OYAG, 240b EA-PstImp",240b
26347,1982.111.5,"Art Gallery (OYAG), OYAG, 240b EA-PstImp",240b
9578,1967.82.4,"Art Gallery (OYAG), OYAG, 240b EA-PstImp",240b
52916,1958.59,"Art Gallery (OYAG), OYAG, 240b EA-PstImp",240b
219923,ILE2017.12.1,"Art Gallery (OYAG), OYAG, 240b EA-PstImp",240b
49741,1952.48.1,"Art Gallery (OYAG), OYAG, 240b EA-PstImp",240b
192911,2014.60.2,"Art Gallery (OYAG), OYAG, 240b EA-PstImp",240b
24322,1980.12.17,"Art Gallery (OYAG), OYAG, 240c EA-Nabi",240c 
112773,2006.140.5,"Art Gallery (OYAG), OYAG, 240c EA-Nabi",240c 
52841,1958.21,"Art Gallery (OYAG), OYAG, 240c EA-Nabi",240c 
39440,1942.302,"Art Gallery (OYAG), OYAG, 240c EA-Nabi",240c 
49487,1952.43.1,"Art Gallery (OYAG), OYAG, 240c EA-Nabi",240c 
78051,2000.25.1,"Art Gallery (OYAG), OYAG, 240c EA-Nabi",240c 
192910,2014.60.1,"Art Gallery (OYAG), OYAG, 240c EA-Nabi",240c 
14928,1954.27.1,"Art Gallery (OYAG), OYAG, 240c EA-Nabi",240c 
25556,1983.7.7,"Art Gallery (OYAG), OYAG, 240c EA-Nabi",240c 
26007,1983.7.15,"Art Gallery (OYAG), OYAG, 240c EA-Nabi",240c 
26014,1983.7.16,"Art Gallery (OYAG), OYAG, 240c EA-Nabi",240c 
8914,1966.79.16,"Art Gallery (OYAG), OYAG, 240c EA-Nabi",240c 
52810,1958.2,"Art Gallery (OYAG), OYAG, 240c EA-Nabi",240c 
26352,1982.111.6,"Art Gallery (OYAG), OYAG, 240c EA-Nabi",240c 
8862,1966.79.10,"Art Gallery (OYAG), OYAG, 240c EA-Nabi",240c 
169132,2011.136.1,"Art Gallery (OYAG), OYAG, 240c EA-Nabi",240c 
52669,1961.26,"Art Gallery (OYAG), OYAG, 292 EA-Elevator",292
22491,1977.172.1,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
60600,1995.32.1,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
84111,2006.52.11,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
60648,1995.32.13,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
60627,1995.32.6,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
121329,2007.127.1,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
123278,2007.127.2,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
204415,2016.11.2,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
201963,2016.11.1,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
229188,2018.115.1,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
229189,ILE2018.3.2,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
13427,1974.43a-b,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
84250,2006.52.71,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
84195,2006.52.47,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
263049,2018.91.1,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
100898,2004.80.1,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
84810,2006.52.120,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
81276,2016.116.2,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
23257,1977.49.16,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
309629,ILE2021.10.2,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
309628,ILE2021.10.1,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
181589,2021.17.1,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
211200,2015.132.1,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
219829,2017.67.1,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
24363,1980.12.24,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
310002,2022.10.1,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
323525,2022.67.1,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
26377,1982.115,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
26097,1984.5,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
127323,2008.115.1,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
323903,2023.9.1a-c,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
84094,2006.52.6,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
321552,2022.17.1,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
30494,1990.10.1,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
275552,2018.181.2,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
275551,2018.181.1,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
23313,1977.49.31,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
84099,2006.52.2,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
290750,2019.119.1,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
324354,2023.32.1a-b,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
323043,2022.60.1,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
309401,2021.26.1,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
324335,2023.44.1a-c,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
284811,2019.48.28,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
309955,ILE2022.4.1,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
332857,2024.45.1,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
326773,2024.16.1,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
282696,ILE2019.13.5,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
80189,2001.148.9,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
292061,2020.19.2,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
264244,2018.142.2,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
332547,2024.38.1,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
274898,2018.142.3,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
104854,2005.31.1,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
293109,2021.12.6,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
26236,1984.75.7,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
333443,2024.90.1,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
323407,2022.46.1a-e,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
60636,1995.32.8,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
58740,1991.70.1,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
332995,2024.95.1,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
24460,1980.12.45,"Art Gallery (OYAG), OYAG, 330 MC-Benenson",330
123346,1928.411.1,"Art Gallery (OYAG), OYAG, 333 MC-Gate",333
174194,2012.82.5,"Art Gallery (OYAG), OYAG, 333 MC-Gate",333
161572,ILE2012.30.141,"Art Gallery (OYAG), OYAG, 333 MC-Gate",333
159832,ILE2012.30.126,"Art Gallery (OYAG), OYAG, 333 MC-Gate",333
84129,2006.52.20,"Art Gallery (OYAG), OYAG, 333 MC-Gate",333
77064,2002.122.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
11257,1973.106.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
14278,1975.54.2b,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
25582,1984.14.2,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
25603,1984.14.5,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
93604,2012.70.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
180465,2013.94.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
89378,2002.103.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
57579,1988.33.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
60243,1994.32.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
118304,2007.42.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
109846,2006.20.3,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
133929,2009.21.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
164273,2011.18.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
57508,1987.63.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
121336,2011.200.25,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
109419,2005.104.3,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
121269,2011.200.6.1-.4,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
74943,1988.32.1.1-.3,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
178593,2012.125.1.1-.2,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
77317,1999.82.1a-d,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
154627,2010.63.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
77320,1999.82.2,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
155044,2010.112.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
109849,2006.14.2.1-.7,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
129725,2008.89.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
56633,1985.91.1.1-.6,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
177494,2012.118.1.3a-b,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
124822,2008.6.1a-b,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
78098,2000.76.1.1-.2,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
60113,1994.2.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
78547,2000.72.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
60465,1994.79.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
88317,2002.81.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
78069,2000.26.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
59080,1991.129.2,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
77228,1998.20.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
77914,1999.113.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
23830,1978.61,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
25699,1982.20a-b,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
57096,1985.117.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
25850,1985.22.1a-b,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
57463,1987.59.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
77181,1998.41.1.1-.2,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
78470,1999.135.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
120489,2007.55.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
177243,2012.130.1a-b,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
57877,1989.66.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
57702,1990.3.1a-b,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
85272,2002.16.12,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
195731,2014.97.12,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
180447,2013.75.4,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
178494,2012.156.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
60120,1993.44.1a-b,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
140360,2009.158.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
177232,2012.105.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
236752,2018.68.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
276892,2019.70.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
146282,2010.49.2,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
131244,2009.22.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
108027,2005.84.1.1-.5,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
309724,2021.73.134,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
309169,2021.49.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
24340,1977.14,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
57698,1988.64.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
235217,2018.138.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
59776,1986.56.2,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
177840,2013.12.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
24050,1978.94,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
24022,1978.86,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
179744,2014.6.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
73027,1999.4.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
230185,2017.126.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
293514,2020.58.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
128239,2008.74.2,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
57934,1989.89.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
293027,2021.40.14,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
293030,2021.40.17,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
293038,2021.40.25,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
293020,2021.40.7,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
131383,2008.126.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
108044,2005.139.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
323058,2022.22.2,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
24046,1978.9,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
309610,2021.73.109,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
145303,2010.24.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
128237,2008.90.1.2,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
212979,2016.12.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
274595,2018.169.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
193756,2017.133.17,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
166430,2017.133.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
64890,1997.71.14,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
172258,2012.13.1a-b,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
163140,2010.152.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
77068,2002.23.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
109842,2008.176.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
61119,1997.61.1a-b,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
333712,2025.10.1-.5,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
193371,2014.65.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
309545,2021.73.44,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
309723,2021.73.133,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
309504,2021.73.4,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
323654,2023.17.1,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
309520,2021.73.19,"Art Gallery (OYAG), OYAG, 334 AD-Cont",334
52577,1963.28.9,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
25579,1979.27,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
26462,1982.124,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
77361,1999.66.1,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
162265,2010.233.1,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
129751,ILE2012.18.1,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
136053,2010.129.1,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
26337,1984.75.24,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
23636,1978.48.1,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
82516,2001.38.1,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
75251,1966.81.149,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
59934,1993.28.9,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
13982,1974.102.2,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
59928,1993.28.8,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
62768,1931.1789,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
24331,1979.79,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
72222,1975.48.1a-b,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
114260,2006.189.11.8a-b,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
59906,1993.28.1,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
23834,1978.64A-D,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
75386,1998.78.3.1-.2,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
60364,1993.121.3,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
78654,2000.70.2,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
26041,1984.35,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
107029,2005.88.1,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
109854,2006.177.4,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
60564,1995.22.2,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
138712,2009.150.2,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
60884,1986.101.1,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
17291,1976.19a-d,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
59598,1992.65.1,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
105679,2005.67.1,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
58256,1988.83.1a-b,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
166037,2011.48.1,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
59925,1993.28.7,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
77236,1998.56.1,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
60883,1997.19.1,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
59921,1993.28.6,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
60341,1993.113.1,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
44342,1943.157,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
190103,2015.90.1,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
59950,1993.28.13,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
60356,1993.120.1,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
59942,1993.28.12,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
60146,1993.52.1,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
59916,1993.28.4,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
57736,1989.38.1,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
76926,1999.69.1,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
168990,2011.124.1,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
59913,1993.28.3,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
26126,1982.84A-B,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
134842,2009.86.6,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
51289,1957.3.1,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
115846,2006.189.7.3,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
156389,2010.197.3,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
291655,2020.20.1,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
309166,2021.28.1,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
215860,2017.13.2,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
138706,2009.150.1,"Art Gallery (OYAG), OYAG, 335 AD-A&C",335
103592,2004.110.16,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
25601,1982.5,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
25716,1984.23.2,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
26239,1982.94,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
93100,2003.44.3,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
59855,1993.5.1a-f,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
25440,1981.53.7,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
129467,2011.223.1,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
25479,1981.53.14,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
60499,1995.19.1a-b,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
64091,2010.51.6,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
129451,2010.158.27,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
129407,2016.16.3,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
129459,2012.124.6.1-.2a-b,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
26079,1984.41.1,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
127701,2014.97.4,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
133623,2009.1.1,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
57170,1987.30.1,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
176084,2012.124.2.3,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
60558,1995.22.1,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
24698,1980.69.1,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
169013,2011.154.1,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
115857,2006.189.38,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
25743,1985.9.1.1-.5,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
93059,2003.52.1a-b,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
129449,2016.16.7,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
129392,2012.124.14.1-.2,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
129481,2011.223.2,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
164388,2010.158.10.1-.9,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
129437,2012.124.3.1-.4,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
144677,2009.210.1a-b,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
129507,2016.16.9,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
77632,1999.124.1,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
129443,2016.16.6,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
63866,2010.51.1,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
57756,1989.41.1,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
100156,2004.84.1,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
59881,1993.16.1.1,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
129405,2016.16.11,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
138532,2016.16.10,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
25703,1984.22.2,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
129486,2016.16.8.1-.2,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
129487,2012.124.10.1-.6a-b,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
22714,1977.40.14a-b,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
176099,2016.16.2a-b,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
26439,1984.84a-b,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
57760,1990.29.2,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
61159,1986.115.2,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
89680,2002.89.1,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
77910,1999.125.1.1-.2,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
80839,2001.12.1,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
78673,2000.85.1,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
26307,1982.108a-b,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
57669,1987.84.7a-c,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
61012,1996.56.1,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
113576,2006.198.1,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
122289,2007.160.2,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
133385,2008.158.24,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
155717,2010.105.1,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
129439,2010.158.4.1,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
166779,2011.109.1.1-.2,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
176097,2012.124.11.2a-b,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
129458,2012.124.5,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
172386,2012.28.6,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
129417,2016.16.4,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
172229,2012.70.3,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
25032,1980.101,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
25859,1985.23.1.1-14,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
135238,2009.37.1,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
129473,2010.158.8,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
25696,1984.22.1,"Art Gallery (OYAG), OYAG, 336 AD-Mod",336
